甲骨文字,龜甲文
絲履,絲鞋
京邸人,京邸吏
上年,客年
臚列,臚列
立憲國,憲政國
自動律,同一原理
東征,東伐
上腕骨,上膊骨
乘志,玉牒
空濛,涳濛
第四接觸,復圓
自引疏,自劾疏
詩軸,詩畫軸
胞子葉,裸葉
亂君,暴君
黎首,黎庶
覆試,會試
合勢,協勢
驗得,驗德
友人,親舊
野鷄,鶡鷄
華美,綺靡
解剖,解體
紺園,梵刹
模形,元型
女郞花,敗醬
素馨,茉莉
商略,商計
保育行政,福利行政
驚人句,驚人句
茶毘法,闍維法
肺臟膿瘍,肺癰
路資,盤費
下不小,下不失
天游,天遊
逾月,踰月
定積土,原積土
上界,天上界
石彩畵,眞彩畫
豐殖,豊殖
鴉片,阿片
管樂器,吹奏樂器
彈性限界,彈性限度
眞僞,眞假
癌乳,癌汁
鍊習機,練習機
結跏趺坐,結跏
電信略號,電略
鞠子,孩提之童
內槪,內槩
女墻,雉城
全北,全羅北道
右捕盜廳,右捕廳
阨腕,搤腕
前漢,西漢
細還入,小還入
瑜伽敎,瑜伽宗
禁鳥,禁止鳥
防戰,防禦戰
戰災民,戰災者
騈儷體,四六文
肯定,否認
鹵掠,擄掠
冒沒,冒沒廉恥
公府,官司
麥門冬,羊韭
是認,承諾
不淨紙,休紙
黑鉛片巖,石墨片巖
官祿,官俸
藥籠,藥欌
外艱,外憂
石間硃,朱土
虹蜺,虹霓
蔭職,白骨南行
馬韭,虋冬
泰封,泰封國
折風冠,折風巾
淸道,淸道郡
迂廻,迂回
磚槨墳,磚槨墓
折斷,斷折
可視光線,可視線
偃然,放漫
大內,大殿
頃年,近歲
屠兒,屠家
冉求,子有
保建敎師,養護敎師
天孫,織女星
祕密文書,密書
子正,正子
獎勵賞,奬勵賞
碧波,碧瀾
宿望,宿願
龍闕,九禁
氷炭間,氷炭
透明板,透明度板
暖色,煖色
蠟嘴,靑鳥
公正,公明
磁選,磁力選別
談次,談餘
獨輪車,一輪車
渚岸,涯際
府庫,倉廩
版畫腐蝕,腐刻法
燒夷,燒却
上淸還入,步虛子數還入
種姓,四姓
改稿,推敲
失合,失偶
龍王,龍神
奎章閣,摛文院
土斑蝥,土斑貓
瓜蔞,烏瓜
外四寸,親四寸
至那,支那
純粹科學,基礎科學
無色光覺,無色感覺
國際貿易,海外貿易
生殖腺,性腺
向神德,對神德
聯絡所,連絡處
前位腺,前立腺
梵宇,寺刹
湖南方言,西南方言
總譜,總樂譜
意中,心裏
內感覺,內部感覺
通靈草,鴛鴦藤
側帶波,側波帶
刻版本,槧本
圓形,圓模樣
飽和壓力,飽和蒸氣壓
鉢盂,鉢多羅
悖政,虐政
談餘,談次
物的保險,物保險
結合犯,結合罪
豊滿,豐滿
葬禮車,靈輀
主顧,顧客
侵新來,新來進退
道敎,黃老學
醋石,醋蒜石灰
起鬧,滋擾
兇器,凶具
荒地,薄土
竝換,順換
三鈷杵,三鈷
超分節音,韻素
上演權,上映權
皓齒,白齒
高齡,高壽
水濱,水潯
舅氏,舅父
儒巾,民字巾
根耕,根種
歸潮,落潮流
輦轂之下,王都
壚土,腐植土
角力,相撲
詩稿,歌稿
當地,當所
綜合,合成
親父母,當父母
踐祚,踐極
六村,徐伐六村
津口,津河
案內員,案內役
土螺,鬼眼睛
刹帝利,刹利
梵刹,僧舍
文藝作品,文學作品
陳荒地,瘠土
胤友,允君
陰曆,太陰曆
好男,好男子
酸化朱錫,酸化砒素
虔恭,恭虔
納骨堂,骨堂
英吉利,英國
自刎,自剄
炙鐵,灼鐵
上升,上昇
無職業,無職
九重,闕廷
方勝,金箋紙
初喪中,初終中
半子,東牀
野黨,與黨
烟月,煙月
科擧場,鬼簿
査覈,査核
質樸,朴質
噯氣,噫氣
人煙,煙火
間夫,密夫
解喪,脫喪
性慾描寫,官能描寫
計謀,計略
保險代位,保險者代位
徐那伐,新羅
鵝喉瘡,旋螺風
敎誨師,敎化師
屠蘇散,屠蘇
山遊,山臺雜劇
褶壁,褶曲
對句,對句
嗟賞,嗟稱
竹簡,竹冊
起鬧,作拏
象院,司譯阮
刮目,瞠目
納付米,納米
發蒙,啓蒙
娼樓,靑樓
愛韭,禹韭
群狗,群犬
老丈,老長
雷魚,火頭魚
輕率,浮輕
往代,舊時
月老,氷人
先入主,先入觀
異國人,外國人
鉛粉,白粉
棋道,碁道
刑曹,義刑
牽鉤,拔河
緩行票,緩行券
丘墳,塚墓
萆麻,蓖麻
雜記,雜錄
忌辰日,忌辰
彌勒菩薩,慈氏
界域,竟境
切直,直切
鱓魚,熊漁
檜木,扁柏
可照時,可照時間
節約,儉約
都會地,都會處
蜀魄,杜魄
女壻,半子之名
高足床,高足盤
血族婚,血族結婚
慈氏尊,菩薩
疆埸多事,動亂
釋論,大論
阿賴耶識,種子識
寺刹,寺門
賦課,附課
痢疾,下痢
潛函病,潛水病
混元,天地
繼嗣,繼後
銘旌,明旌
歲首,元日
凝結,凝縮
獄死,牢死
衣巾,衣冠
不平黨,不平家
後廂陣,後廂
唯美主義,耽美主義
休符,休止符
凌蔑,輕蔑
旋輪車,紡車
緊急防衛,正當防衛
鉛緣,鉛毒緣
安全,危險
謬算,謬計
瘡痍,瘡夷
叔妹,小姑
紅卍敎,紅卍字會
單極電位,電極電位
競爭心,競爭意識
代辦,代務
自盡,自斃
豫納金,先納金
金傷散,金瘡散
僞文書,僞造文書
傾杯樂,傾杯酒
韜略,六韜三略
公貼,公文書
密補藤,鷺鷥藤
姓鄕,本貫
瓦窯,瓦釜
蓄積管,記錄管
解喪,終制
終夕,終夜
謙年,凶年
外宿,外泊
鴛鴦藤,鷺鷥藤
鴉片窟,阿片窟
冷菓,氷菓
治療,療治
槧本,彫版本
梢工,舟子
船頭,船尾
隸僕,隸僕
史劇,歷史劇
秩廳,椽廳
輿隷,與儓
雙頭齒,小臼齒
地獄,陰司
太上皇,太上皇帝
後魏,北魏
審處,審理
眷遇,知遇
代辯人,代辯者
顚倒,顚仆
令娘,玉女
未納,未拂入
伽倻,金官國
平常時,平居
帖帳,帖紙
旋相爲宮,還相爲宮
伊伐飡,于伐飡
潮風,海風
遍山滿夜,滿山遍野
髓液,腦漿
事務規程,事務章程
明斷,明決
煙氣筒,煙筒
輕率,迂怪
氷壺,氷心玉壺
白麯,白麴
寺人,內官
抽擢,抽獎
星河,天河
鷄林,鳩林
硅化物,珪化物
大般若,大般若波羅蜜多經
水素爆彈,熱核兵器
雙蘭菊,鴛鴦菊
倉庫,庫房
水素脆性,水素病
橋畔,橋邊
末子魚,鯫魚
圓筒型,圓筒形
龜尾市,龜尾
放心,釋慮
惡材,惡材料
死亡申告,出生申告
首腦,主腦
宮家,宮城
蠛蠓,浮塵子
坐褥,方席
細菌植物,細菌
麻絲,麻纖維
禪宮,淨刹
宦夫,內侍
洋島,大洋島
虛點,弱點
墳墓,丘冢
渚岸,水涯
捕斬,擒斬
奉獻經,奉獻祈禱
吾人,我輩
露見,現露
芎藭,芸草
鍊磨機,硏削盤
强硬,强骾
眞菰,沈苽
就白,就伏白
金剛身,金剛手
上膊骨,前膊骨
自矜,自伐
宋三彩,宋瓷加彩
尿血,血溺
堅忍性,根氣
鰌魚,泥鰍
姙娠,成胎
骨瘍,潰瘡病
仙禽,胎禽
訴訟費,訴訟費用
屠者,屠殺者
締盟,訂盟
齊等,平等
舒發翰,一伐干
說服的,說伏的
滑便,液便
昨春,去春
上層社會,上流社會
數尿症,頻尿症
底棲魚,底着魚
盟府,忠勳府
薪樵,薪木
孩提,小兒
陰地植物,陰生植物
靈通區,靈通
巡錫,巡化
通商,交易
窅冥,窈冥
補充水域,接續水域
童子石,童子柱
僧伽藍摩,伽藍
決戰投票,決定投票
外項,外率
供給係,補給係
往生論,往生淨土論
都監考,監考
雙紒,雙髻
實存主義,實存哲學
廣州郡,廣州市
冥界,冥間
闡提,一闡提
珍膳,珍羞
藤柳,蒲柳
麻種,麻仁
舊約聖書,舊約
閉花,閉鎖花
空名紙,空正草
角戱,撩跤
新羅,徐伐
萬安,萬安區
精舍,佛刹
綠衿誓幢,綠衿幢
翠苔,碧蘚
蟻寇,鼠賊
那羅延天,那羅延金剛
洛邑,洛陽
鵝鳥,舒雁
腦溢血,腦貧血
梢魚,章擧
連次,每番
黑體,暗黑體
單翼栱,單翼工
茱萸,吳茱萸
同盟罷業,同盟罷工
工藝式,工藝作物式
大勝,大勝利
女壻,半子
誨化,敎化
膏淋,膏痳
恒溫動物,等溫動物
接屋連墻,連牆接屋
煤炭,石炭
絶江,錢塘江
成果給,個數拂賃金
凶鳥,兇鳥
馬韭,烏韭
如來十號,佛十號
弋獵,弋射
平轎子,轎子
簾車,芙蓉
沙月,砂月
冊甲,冊衣
追肥,補肥
盜性,盜癖
名園,名苑
坤宮,鳳城
緻拙,稚拙
淸掃,掃除
道標,里程標
鷺鷥藤,金銀藤
輕率,愼重
昇交點,正交點
楕圓周,橢圓周
赤緯等圈,緯度圈
長球,回轉楕圓體
枉曲,邪曲
私書,私信
南加羅國,金官伽倻
紫陽花,八仙花
領客,禮賓寺
利他說,利他主義
龍鱗薜荔,血風草
勝景地,保勝地
原居人,元居人
萊蕪,荒地
水際,渚岸
諒闇,諒陰
導水管,水壓管
怏心,怏忿
野蠶繭,柞蠶繭
泉臺,重泉
礎盤,礎石
女巫,卜術
精版,間接印刷
佳容,花容
薄勘,輕勘
焦點距離,燒距
曲面板,曲板
御宮,九禁
戀廓,遊廓
拒絶,受諾
鎔度,融解溫度
算數,算術
擴大,縮小
西夷,西戎
兵仗器,兵器
豐盛,豊盛
九重,宮掖
庶物,庶彙
鉢盂,鉢釪
否認,否定
過般,向日
鎖辭,瑣言
賣淫,賣色
皇闕,九禁
飄揚,飄颺
儺禮,儺儀
雪客,鶬鷺
勳勞,勳功
成形手術,成形術
柰麻,奈末
麪麴,蕎麥麴
性情,情性
心包炎,心囊炎
甛櫧,麵櫧
片紙紙,便箋紙
河川工事,河工
禮拜學,典禮學
鱧魚,黑鯉
白嶽山,白岳山
糊膜,粘膜
紀念賞,記念賞
因明派,因明論派
陞戶砲手,陞戶軍
時享,時享傺
仙洞,仙院
糞尿,屎尿
水疱瘡,小痘
絶後,无後
飯匙,飯匕
宇宙武器,宇宙兵器
細民窟,貧民窟
同船,同舟
下丹田,丹田
殷墟卜辭,卜辭
反戾,叛戾
硏磨機,練磨機
緻密,密緻
癩病,癩病患
前歲,去歲
法棟,梵刹
孕重,有身
疝氣,疝症
族譜,氏譜
鄙第,弊廬
致死帶,不活動帶
半瓷器,半陶半瓷
增多,增添
癎氣,癎疾病
優性,優性形質
女囚,女囚人
別抄,別抄軍
朴陋,樸陋
年末試驗,學年末試驗
公府,公署
鳳凰,丹鳥
迂妄,輕妄
凶雜,兇雜
仰官,仰屬官
曼陀羅,曼茶羅
重刷,增刷
饒富,饒實
結締組織,結組織
濾斗,軍持
天佑,天祐
京都,京邑
砂疥,沙疥
珍饌,珍羞
顱頂骨,頭頂骨
密提學,密直提學
跟從,隨行
餘業,副業
名利,聲利
棠毬子,山査子
原型,元型
高河,銀潢
茶樓,茶居
代數,代數學
委詳,委曲
書翰箋,便箋紙
締約金,契約保證金
通告書,通告文
佯名,僞名
貌樣,模樣
酷寒,劇寒
鴛鴦衾,鴦衾
寺刹,梵刹
坊里,里巷
欌匿罪,隱匿罪
計劃者,計畫者
慣行犯,常習犯
姬妾,外婦
梟鴟,鷄鴞
鹿湯,鹿羹
愛韭,馬韭
凝固,凝結
綺想曲,奇想曲
樂邦,極樂
簿羅樹,抱木
讚美,讚頌
京邸人,邸人
築造,建築
同質異像,多形
連桿,連接棒
豬毛,豚毛
小徑,行徑
唯識宗,法相宗
密果,油蜜果
泮長,大司成
末那識,末那
照空燈,探照燈
禁闕,九重深處
寺宇,佛寺
美粧院,美容所
鼠同知傳,鼠翁傳
仰瞻,仰眄
屈曲,盤紆
露葵,冬葵
切削機械,切削機
磁選,磁力選鑛
脫疽疔,脫疽
胸曲,胸奧
銷暑,消暑
此歲,今歲
廟庭,廟廷
鮟鱇,鮟鱇魚
淸明,淸明節
司諫院,諫院
積石葬,積石塚
持殿,爐殿
阿從,諂諛
得訟,勝訴
樹霜,樹介
屠殺,屠獸
坊刊本,坊刻本
童孩,嬰孩
殘編,零簡
補助參加,從參加
促織,蜻蛚
眞人,元君
强膜,鞏膜
庸人,凡人
零簡,缺本
皁李,牛李
蜿蟺,曲蟺
瓜蒸,黃瓜烝
麵子,麪子
性慾倒錯,變態性慾
筒花,合瓣花
末計,窮計
草廬,草廬三顧
梯階,懸梯
寺門,寺刹
頹廢,頹唐
宮禁,禁掖
程顥,程明道
柔弱,剛健
暗買,密買
彈性率,彈性定數
練祥,小祥
雕版,彫版
擒捉,生獲
淨宮,佛刹
山神堂,山祭堂
闕掖,宮庭
硏磨砂,硏磨沙
生體工學,生物工學
憤頭,忿頭
三惡道,三惡趣
冥途,冥路
企望,企仰
鶬鷺,鷺鷥
嘉俳日,秋夕
共謀共犯,共謀共同正犯
牛台,右台
白手,徒手
通律,通則
期功親,强近之族
碧空,碧天
層樓,層閣
喜色,悅色
耳介,耳輪
燭淚,燭膿
祝華婚,祝結婚
蒙惠,蒙恩
待罪,待罰
俯觀,俯瞰
作話,作話症
書翰文,書牘文
京府,都邑
賤鄕,賤土
本妻,外婦
大氣環流,大氣大循環
黃金鳥,黃鶯兒
銀濤,銀波
惡風,惡習
兇說,凶說
觸忤,觸怒
彈墨,彈文
禁止鳥,禁鳥
閃光劑,閃光粉
山龍子,龍子
曩時,去般
菜田,田圃
飢饉,饑饉
腸垢,暑痢
急流,急流水
朞年祭,一週忌
塹壕,射擊壕
側氷堆石,側堆石
戰車,戰車
幽門,下脘
損害,損失
悟性界,可想界
起居動靜,起居動作
波底,水底
路側,路邊
環繞,環圍
先般,曩時
天癡,天痴
謝恩祭,酬恩祭
黃門,中官
禿顱,禿頭
三升,三升布
唐四柱冊,唐畫籍
臨時防牌,姑息之計
樵夫,樵子
微示,微示其意
無緣冢,無緣墓
周易,易經
大典,大儀
機知,卽智
被疑者,容疑者
經題目,經題
未來佛,慈子
味蕾,味官球
故歲,上年
古巢,舊巢
地位,家門
黃魚,鰉魚
吏吐,吏頭
貴簡,貴函
家産,家財
畫仙,畫家
九重,宮禁
茶館,茶樓
窮南,極南
環圍,環繞
黃鱨魚,黃䰲
陞級,昇級
上淸還入,小還入
極樂,蓮花世界
月光,月色
厭世主義,厭世觀
塚墓,丘墓
安定陸塊,剛塊
源泉,嚆矢
相殺,相殺
姑媳,姑婦
磁力選別,磁氣力選別
承認,拒否
陽莖,莖物
斷截,截斷
孩童,嬰孩
圈界面,對流停止面
貫渠,綿馬
逆情,逆症
冷覺,溫覺
攫浚,攫取
殘簡,短篇殘簡
原形質膜,細胞膜
元蔘,玄蔘
抹殺,抹摋
會計簿,會計帳簿
一宵,一夕
先般,往者
寒鳥,寒鴉
代辦,代辨
遠謀,遠略
蠻夷,蠻夷族
危樓,峻樓
傾心,擬中心
晩夏,暮夏
染色,入染
表題,標題
鞏皮病,强皮症
矜肆,矜誕
歎聲,嘆聲
里程,程里
回旋,廻旋
山臺舞劇,儺儀
義齒,假齒
在前,曾往
降雪量,積雪量
砂浴,沙浴
大犯,大罪
營養率,營養比
脚色,脚本化
木版,木板
銅錢,銅貨
狗寶,狗黃
醇醪,無灰酒
防禦,守備
斑巖,斑岩
强皮症,鞏皮病
判決例,判例
瘠土,窮髮
紅梅花,紅梅
客秋,昨秋
下降,上昇
雜吟,雜詠
懸瘦果,懸果
皇闕,宮殿
樂浪,樂浪郡
動物性油,動物油
交替,移替
嶮阪,險坂
奇窮,甑中生塵
弔詞,弔辭
當來彌勒,彌勒慈尊
漕運,漕轉
隨從,隨從者
準經濟財,關係財
經歷,履歷
當來彌勒,菩薩僧
我邦,我國
干罰飡,舒伐邯
反致,反定
人工衛星,衛星
章靑磁,章靑瓷
立法界觀,字輪觀
大般若會,大般若經會
母鄕,故鄕
法定通貨,法貨
草索,草索
宮廷,禁掖
發端,起端
水狐,水弩
戍甲,戍卒
拿致,拿引
法棟,淨宮
綿花,棉花
綿衣,綿服
向前,前者
櫟木,靑剛樹
垂直坑,垂坑
菴羅園,菴摩羅樹園
屍軀,死骸
寶物,寶貨
官廨,公堂
廁間,便房
實在性,現實性
令媛,玉女
初渡式,始度式
懷鄕,望鄕
極艱,奇窮
野砲,野戰砲
活動祝日,移動祝日
團餈,團餈餠
花梨,樺榴
成層圈,對流圈
蘊蓄,蘊藏
紵麻,苧麻
都邑,京邑
四六,騈儷體
阿閦婆佛,不動佛
平凉子,蔽陽子
週間評論,週評
饗宴,饗宴場
盲眼,奉事
槿花,木槿
慧燈,惠燈
壻郞,東床
轗壈,坎壈
贍富,贍足
暴死,暴卒
形聲,諧聲
裸身,倮體
暖爐,煖爐
京洛,京府
姨從四寸,姨子
外宴,外進宴
納稅者,納稅義務者
倨傲,高慢
大姦,大奸
門閥,家門
高級槪念,上位槪念
旗旒,垂下部
遲滯,稽滯
京官職,京職
凶神,兇神
練祥,大小祥
僧伽藍,佛刹
洞長,洞會長
短念,短珠
缺札,缺票
獨立變數,從屬變數
儒者,儒生
豆穀類,豆菽類
飢死,餓死
啓聞,啓稟
大智度論,釋論
滿天星,白丁花
樹霜,木稼
泉臺,九原
複式競技,複式試合
鬱陵郡,鬱陵
旅抱,客懷
大錢魚,銀錢魚
後際,來世
軍浦市,軍浦
仙靈脾,淫羊藿
粘椒,蜀椒
農地,農土
同國,同邦
防毒衣,保護衣
意趣,志趣
弓人,造弓匠
紀念節,記念日
水車,水碓
神祕,無限量
鳳輿,金與
解訟,解所
氐宿,氐星
惠函,惠書
窮寇,窮寇勿迫
幽處,幽居
欺人騙財,騙欺
免疫原,抗原
紡織機,紡織機械
尺翰,書簡
報漏閣,漏局
一回忌,朞年祭
口碑童話,口傳童話
鯫魚,鮧鱒
錯列,錯陳
溫麵,溫麪
京兆,都府
富家,富戶
兩衾,衾枕
冥境,冥土
奇策,奇劃
反對語,反意語
韓民族,韓族
添丁,生子
冠帶,官服
寶城郡,寶城
粘着語,膠着語
累世,屢世
古刀魚,高道魚
一律,劃一
俳優,劇子
甑中生塵,至貧無依
其後,爾後
刻線文,刻文
短期間,長期間
準據集團,照準集團
文見草,葭葦
各字竝書,雙書
怨懟,怨望
示寂,歸元
酒廳,酒店
薄土,不毛地
級伐飡,及伏干
通靈草,老翁鬚
上大靜脈,上空靜脈
神主,木主
嘉日,佳日
紡織娘,鐵脚
春坊,世子侍講院
書翰,信書
瘤胃,第一胃
蜀魂,周燕
自農,自作農
統營郡,統營市
儒生,儒士
歲旦,正旦
下品中生,下品下生
柿沙菓,甘沙菓
割賦,割賦拂
五粒松,柏木
盛世,盛代
胎兒長軸,胎兒軸
樗鷄,蚱蜢
廣寒風,北風
帳記,掌記
坊刻版,坊刊本
英文學,英文
闕廷,宮禁
鍊磨紙,沙布
無我夢,無我境
阿那伽倻,阿那加耶
作鬧,起擾
運搬體,運搬子
才能,器量
實存哲學,實存主義
勞動關係,勤勞關係
法佛,法身佛
闕掖,闕內
要點,切點
肺癆,虛勞
四顚倒,四倒
八帶魚,八稍魚
切取,截取
搗臼,臼磨
福祉部,保健福祉部
癃疾,傴背
津渡,渡頭
禮典劇,典禮劇
石糞,糞化石
弓衣,弓袋
高山病,登山病
完備,全備
右契,右券
躑躅,山客
杜鵑,子規
痎虐,兩日瘧
允兄,允友
蒙汗藥,痲醉劑
發音符號,音聲記號
復券主義,單券主義
書籍,書典
割三婚,指腹連姻
前進,進步
磬詘,警詘
出師,出兵
海蛤粉,海粉
觸肢,觸鬚
固定費用,固定費
梟鴟,木兔
佶屈,佶屈聱牙
骨炭,骸炭
染汚,煩惱
宮家,宮宇
玉蜀黍,稷唐
從此以往,從玆以往
國紀,邦紀
歸家性,歸巢性
名匠,名工
雨態,雨氣
暑霍,暑癨
澌綴,澌盡
獵戶,獵人
阿羅漢,羅漢
納附米,納付米
孩提,鞠子
潮浴,海水浴
纏着,纏繞
馬廏間,廐舍
固定主義,獨一主義
荒蕪地,沙石之地
鷄龍市,鷄龍
賣上金,販賣額
胎便,胎屎
船尾,船艫
勳號,勳名
鵜鶘,鴮澤
菩薩,彌勒座主
三三令節,重三
仮貸,假貸
所有者,所有人
告誡,告戒
邊頭,偏頭
探花,探花郞
中畓主,中賭主
障礙,妨碍
白描,白描畫
向日,頃日
輕水型爐,輕水型原子爐
戎馬,軍馬
軟食,半固形食
塋域,山所
孤雌寡鵠,鰥夫
甎甓,甎石
宮殿,殿舍
曼陀羅華,水丹花
恪肅,恪虔
翊翊,翼翼
畫讚,圖讚
五風車,御駕
獵犬,獵狗
兼帶,兼任
迎接,餞送
法身佛,法佛
正系,嫡宗
掀動,焮天動地
戒嚴地區,戒嚴地域
中國,支那
稱讚,讚稱
庚申黜陟,庚申換局
半跏趺坐,半跏坐
禁內,宮庭
花葱,花荵
天平秤,天秤
僉使,僉節制使
高礎石,長礎石
山岳,山嶽
魚鰕,魚蝦
華氏溫度,攝氏溫度
石彩畫,眞彩畫
船埠,渡津
核兵器,核武器
輸卵管炎,喇叭管炎
生捕,擒捉
分附,吩咐
迊干,迊湌
小毛賊,小賊
手段家,手段客
人物評,人物月旦
土球,土鈴
司譯院,譯院
渡口,津岸
最初,前代未聞
脚婆,湯婆
宮家,丹鳳
除節,階節
碁風,棋風
轆轤臺,轆轤
評定基準,品等尺度
液化,液體化
至窮且窮,鐵貧
汽筒,汽筩
單線鐵道,單鐵
主攻擊,主攻
無鮫類,無關節類
補助貨,補助貨幣
廢立,存廢
作者,筆者
鍊金術師,鍊金師
珪酸,二酸化硅素
洞里,村落
電媒質,誘電體
本男便,本書房
令節,佳節
紀念會,記念會
軍服,軍用被服
巨大兒,過熟兒
養家,養庭
低價,高價
特色,特長
瞳子,水輪
慘敗,快勝
藏識,阿羅耶
反相,叛相
破石,破鑛
濁汚,汚濁
幽界,泉壤
逐月,逐朔
挾擊戰,挾攻戰
準急行,準急行列車
倨傲,驕慢
精銳,銳兵
急傾斜地,急斜地
阿羅耶,阿賴耶識
鞞鼓,鼙鼓
巨勝,苣勝
返書,返札
屠牛坦,牛坦
絞首刑,絞刑
沙際,砂際
片務的,雙務的
徒法,空法
油鴨,須蠃
鶬鷄,蒼鷺
春麰,春麥
停滯水,死水
內資寺,大官
厚膜胞子,休眠胞子
回向,廻向
勞動力,勤勞力
壁牆,墻壁
稚拙,穉拙
殿衙,公署
平常時,居常
楮實,構樹子
赤朮,蒼朮
直稅,直接稅
手票帳,手票冊
痢症,痢疾
矮檐,矮簷
兩刀論法,二重體
公企業,私企業
未支拂,未支給
坐業,坐職
請牒,請札
超人間的,超人的
頭部白癬,機械毒
蓋印,打印
物的證據,物證
考査,考校
戶口大監,別星媽媽
硫化物,黃化物
通靈草,金銀木
翠碧色,翠碧
等親,親等
渡頭,津頭
渲染,渲染法
蝤蠐,木蠹蟲
鵂鶹,梟鴟
流矢,流箭
聯彈,連彈
平凉子,平凉笠
濛氾,蒙氾
三竹,三竹笛
名人,名下士
礁湖,巢湖
切感,痛感
水成巖,堆積巖
紅蛤,海蜌
石徑,石逕
秒針,小針
蒼鷺,鶬鴰
軍略,兵略
接賓客,接客
貴夫人,閤夫人
